age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,prénom,téléphone
28,self-employed,single,secondary,no,7443,yes,no,cellular,7,jul,453,1,-1,0,unknown,olek,3350655
60,retired,divorced,secondary,no,892,no,no,telephone,11,may,73,1,-1,0,failure,eireann,3351895
33,retired,married,tertiary,no,409,no,no,cellular,25,jun,837,2,-1,0,unknown,saxon,3352639
43,blue-collar,married,tertiary,no,1028,yes,no,cellular,28,mar,193,5,-1,0,unknown,theron,3359020
58,admin.,married,tertiary,no,814,yes,no,cellular,10,jul,554,1,776,0,unknown,ash,3357653
54,technician,single,secondary,no,0,yes,yes,cellular,3,jul,424,1,184,0,unknown,marquis,3353242
32,admin.,single,primary,no,8729,no,no,cellular,5,jul,594,1,-1,0,unknown,jazmine,3361054
59,technician,married,tertiary,no,13107,yes,no,cellular,12,feb,557,1,-1,0,unknown,preben,3351332
52,management,married,secondary,no,1363,yes,no,cellular,18,jul,201,1,-1,0,failure,bettina (1),3359707
36,management,single,primary,no,38,no,yes,unknown,20,nov,423,2,-1,7,unknown,malaika,3358515
37,blue-collar,married,tertiary,no,238,no,no,unknown,21,jul,357,1,-1,2,unknown,rufus,3355378
65,admin.,divorced,secondary,no,322,yes,no,cellular,20,may,345,1,-1,0,unknown,ffraid,3355256
48,housemaid,married,tertiary,no,0,no,no,telephone,5,aug,963,3,-1,0,unknown,lysimachus,3359505
26,housemaid,married,secondary,no,0,yes,no,unknown,17,sep,187,1,-1,0,success,mavreena,3353494
41,technician,married,tertiary,no,-35,yes,no,cellular,22,may,153,2,-1,0,success,terrell,3350973
60,management,single,primary,no,10250,yes,no,unknown,14,may,169,2,-1,0,failure,abdul,3354632
39,blue-collar,single,tertiary,no,658,no,no,cellular,27,may,385,1,-1,0,unknown,kudret,3355214
36,housemaid,married,tertiary,no,322,no,no,unknown,12,jun,233,2,-1,0,success,colby,3354627
35,management,married,tertiary,no,218,no,yes,cellular,30,apr,414,2,91,0,success,nyssa,3356820
32,admin.,married,secondary,no,293,yes,no,cellular,6,aug,279,3,368,0,success,aracelis,3355134
33,technician,married,tertiary,no,0,no,no,cellular,4,apr,231,1,-1,0,unknown,joana,3350995
30,blue-collar,married,primary,no,2596,no,no,cellular,15,jul,34,2,-1,0,unknown,petia,3360045
41,unknown,single,primary,no,48,yes,no,unknown,4,jun,335,2,-1,1,unknown,om,3353792
45,blue-collar,divorced,secondary,no,550,no,no,cellular,11,jul,306,1,194,0,unknown,cassia,3353899
54,blue-collar,married,tertiary,no,258,yes,yes,telephone,14,aug,222,3,-1,0,unknown,leberecht,3357926
71,technician,married,secondary,no,2016,no,no,cellular,8,aug,721,5,-1,0,unknown,gábriel,3352878
31,management,married,tertiary,no,2707,no,no,unknown,7,mar,87,3,266,0,unknown,neifion,3359212
56,blue-collar,married,tertiary,no,100,yes,no,cellular,26,may,267,3,34,3,unknown,miloslav,3356534
28,management,single,unknown,no,411,no,no,cellular,20,mar,731,2,-1,0,unknown,othello,3355116
34,technician,divorced,tertiary,no,5154,yes,no,cellular,15,apr,155,3,-1,0,unknown,rachelle,3358414
48,self-employed,married,secondary,no,79,no,yes,cellular,13,may,107,2,-1,0,unknown,dexter,3357889
86,self-employed,divorced,tertiary,no,205,no,no,cellular,16,apr,193,1,-1,1,success,fionnlagh,3360217
30,blue-collar,single,secondary,no,689,no,no,cellular,13,aug,65,3,-1,0,unknown,quincey,3358797
33,technician,single,tertiary,no,10905,yes,no,unknown,1,may,753,1,-1,1,other,scarlett,3350898
38,retired,divorced,tertiary,no,804,no,no,cellular,11,apr,47,2,-1,0,unknown,roxana,3355075
69,management,single,tertiary,no,1958,yes,no,cellular,15,jul,882,2,-1,0,unknown,kaelee,3357033
26,technician,married,secondary,no,0,no,no,cellular,18,aug,431,2,-1,0,unknown,gershon,3353900
33,admin.,married,tertiary,no,5475,no,no,cellular,8,feb,116,2,-1,0,unknown,shay (1),3355395
40,management,divorced,primary,no,407,yes,no,cellular,28,may,605,2,178,0,failure,klio,3359198
42,admin.,married,secondary,no,170,no,no,cellular,16,may,220,1,-1,0,success,swietoslaw,3351750
54,management,married,primary,no,25947,yes,no,unknown,5,may,336,2,-1,0,success,githa,3356943
48,entrepreneur,married,secondary,yes,657,yes,no,cellular,13,feb,64,9,-1,0,unknown,lucia,3351795
24,management,married,secondary,no,195,yes,no,cellular,18,nov,181,1,-1,0,unknown,márta,3353704
43,admin.,married,secondary,no,419,yes,no,unknown,30,nov,160,1,-1,0,other,sidony,3352419
31,management,divorced,primary,no,69,yes,no,unknown,6,jan,235,8,-1,0,unknown,marcio,3360992
32,technician,single,secondary,no,873,yes,no,cellular,17,jun,232,2,92,0,failure,francesco,3358513
57,entrepreneur,single,tertiary,no,0,no,no,unknown,15,dec,252,2,-1,0,unknown,berjouhi,3355647
58,technician,divorced,primary,no,307,no,no,cellular,9,mar,756,2,-1,0,failure,deidra,3355987
49,admin.,married,primary,no,1633,no,no,cellular,3,nov,184,1,-1,0,unknown,hisein,3359083
48,technician,divorced,secondary,no,166,yes,no,unknown,3,jun,1113,3,-1,1,unknown,phillip,3357737
30,management,divorced,tertiary,no,-89,no,no,cellular,23,may,781,2,-1,0,unknown,uwe,3351384
48,management,married,secondary,no,908,no,no,unknown,7,apr,619,1,165,0,unknown,alessandro,3354140
34,technician,married,unknown,no,85,no,no,cellular,6,jul,906,3,84,0,unknown,danilo,3354530
42,housemaid,single,secondary,no,2597,yes,no,cellular,6,sep,426,2,-1,0,unknown,giovanna,3353211
45,technician,married,secondary,no,1314,yes,no,unknown,23,may,18,4,-1,9,unknown,praxiteles,3351706
41,services,married,tertiary,no,964,yes,no,unknown,5,may,1361,1,-1,3,unknown,modestine,3353632
44,blue-collar,married,primary,no,11462,yes,no,cellular,5,feb,80,1,-1,4,success,otávio,3359534
27,blue-collar,single,unknown,no,235,no,no,unknown,3,jan,218,12,-1,0,unknown,shona,3359419
60,self-employed,single,secondary,no,162,no,no,cellular,8,aug,275,2,-1,0,unknown,sigi,3353501
28,student,married,primary,no,596,no,no,cellular,14,may,87,3,-1,0,unknown,nessa (3),3356438
33,management,married,tertiary,no,333,no,no,cellular,28,may,200,2,-1,0,unknown,cherilyn,3354837
30,management,single,tertiary,no,826,no,no,cellular,3,may,306,2,-1,0,unknown,padmini,3352617
72,admin.,single,secondary,no,608,no,no,cellular,2,jun,41,1,-1,0,unknown,mneme,3354812
36,management,married,secondary,no,11431,no,yes,cellular,7,feb,228,1,353,4,unknown,rani,3351196
38,student,single,tertiary,no,258,yes,no,cellular,28,may,133,1,-1,0,unknown,campbell,3358368
46,management,married,secondary,no,2204,no,no,cellular,29,jun,560,2,-1,0,unknown,aphrodisios,3359012
81,blue-collar,married,secondary,no,19,no,no,unknown,13,jun,120,4,-1,0,success,cephalus,3357540
61,admin.,married,secondary,no,55,yes,yes,unknown,18,nov,837,1,165,0,unknown,jacobo,3359178
29,technician,single,tertiary,no,1493,yes,no,cellular,16,oct,329,7,-1,0,unknown,jezebel,3360465
51,management,single,secondary,no,1813,no,no,cellular,3,dec,233,1,-1,0,unknown,eckbert,3351790
61,management,married,unknown,no,1145,yes,no,unknown,12,may,350,3,-1,0,unknown,reena,3357802
44,admin.,single,secondary,no,1181,yes,no,cellular,18,nov,73,1,-1,0,unknown,lanty,3354269
30,technician,married,secondary,no,5112,no,no,cellular,25,may,931,2,-1,0,other,liron,3355409
35,management,single,secondary,no,15,no,yes,cellular,27,may,51,2,-1,0,success,ignacy,3356845
50,housemaid,married,secondary,no,720,no,no,unknown,31,aug,229,1,261,8,unknown,jenõ,3357034
29,student,single,tertiary,no,107,no,no,cellular,2,oct,467,1,181,0,unknown,gayelord,3356808
25,self-employed,married,secondary,no,926,no,no,cellular,18,aug,585,1,-1,2,failure,keely,3353063
40,blue-collar,married,secondary,no,969,no,no,cellular,7,nov,169,1,-1,2,unknown,pollyanna,3350520
59,services,single,secondary,no,4,no,no,cellular,11,aug,149,3,-1,0,unknown,azaria,3360869
40,student,divorced,tertiary,no,367,yes,no,cellular,28,nov,263,6,-1,0,unknown,oral,3353973
34,blue-collar,single,tertiary,no,6807,no,yes,cellular,6,mar,126,1,-1,0,unknown,hathor,3354318
56,admin.,divorced,secondary,no,0,no,no,cellular,12,aug,432,3,183,0,unknown,klotild,3359592
47,self-employed,single,tertiary,no,83,no,no,unknown,16,may,227,2,-1,0,unknown,sarahjeanne,3354448
59,blue-collar,single,secondary,no,-389,yes,no,unknown,12,jul,409,1,-1,0,failure,amadi (2),3359681
33,blue-collar,single,tertiary,no,278,yes,no,cellular,29,jul,141,4,-1,0,unknown,gina (2),3352895
43,services,single,secondary,no,105,yes,no,telephone,27,jul,717,3,28,0,unknown,ervin,3361017
57,technician,married,unknown,yes,2384,no,no,cellular,28,nov,985,10,-1,0,unknown,herakles,3359055
52,blue-collar,single,secondary,no,2459,yes,no,unknown,14,may,130,3,-1,0,unknown,jacobus,3358082
38,admin.,divorced,primary,no,1859,no,no,cellular,17,nov,245,1,-1,1,unknown,floriano,3352055
47,self-employed,single,secondary,no,1295,no,no,cellular,24,jun,491,1,-1,0,unknown,swaran,3356992
47,technician,single,secondary,no,-8,no,no,cellular,10,apr,478,1,8,1,success,blodwen,3355106
73,technician,married,primary,no,136,no,no,unknown,17,nov,521,2,-1,0,success,vanamo,3360190
51,blue-collar,married,unknown,no,335,yes,no,unknown,26,mar,101,6,-1,0,unknown,evstathios,3354563
28,management,married,unknown,no,3168,no,no,cellular,20,oct,471,1,-1,0,unknown,lydia,3355128
49,admin.,married,secondary,no,19,no,no,cellular,8,nov,301,2,421,2,unknown,silvija,3360589
44,technician,married,tertiary,yes,2929,no,no,unknown,1,may,165,7,-1,0,unknown,judah,3352099
27,technician,single,secondary,no,1115,no,yes,cellular,20,jun,509,1,-1,11,unknown,riitta,3358460
32,blue-collar,married,secondary,no,1210,no,no,cellular,30,may,158,4,-1,8,unknown,magdalen,3355407
20,student,married,tertiary,no,320,no,no,cellular,10,jul,110,1,96,0,success,miren,3355477
30,blue-collar,married,tertiary,no,23,yes,no,cellular,18,apr,169,5,-1,0,unknown,gyuri,3351829
31,blue-collar,married,tertiary,no,302,no,no,cellular,4,feb,434,1,-1,13,other,gabe,3357012
49,technician,married,tertiary,no,1250,no,no,unknown,14,may,64,1,-1,0,failure,aya,3352430
33,technician,married,secondary,no,5275,yes,no,cellular,4,may,175,3,-1,0,unknown,meave,3351194
34,technician,single,tertiary,no,3810,yes,no,cellular,21,aug,97,3,41,0,unknown,dory,3352220
38,services,married,secondary,no,706,yes,no,cellular,5,may,278,1,-1,0,unknown,lavrentios,3357290
26,technician,single,unknown,no,1777,no,no,cellular,28,jun,914,1,-1,0,unknown,josif,3354417
37,student,married,secondary,no,481,no,no,unknown,16,aug,152,2,93,0,failure,gebbert,3351906
30,admin.,married,secondary,no,101,yes,no,unknown,16,jun,89,4,-1,0,failure,christa,3356791
56,management,divorced,secondary,no,-250,yes,yes,telephone,3,jul,265,10,-1,0,unknown,tatianna,3356084
31,technician,single,secondary,no,403,no,no,cellular,12,jul,114,2,-1,0,unknown,kgosi,3350775
26,retired,married,primary,no,5037,yes,no,unknown,1,may,237,1,-1,0,unknown,felicienne,3356942
45,services,divorced,tertiary,no,1988,no,no,cellular,24,may,317,2,-1,0,unknown,agnieszka,3360822
36,management,married,secondary,no,536,yes,no,unknown,3,nov,218,1,70,0,unknown,jock,3357039
33,student,married,tertiary,no,11650,yes,no,cellular,26,may,355,1,-1,0,success,hellen,3353535
34,management,single,secondary,no,-172,yes,no,unknown,9,jun,147,4,-1,2,unknown,florrie,3357322
39,blue-collar,single,primary,no,0,no,no,cellular,29,apr,341,4,-1,0,failure,rosamond,3352513
47,services,married,secondary,no,108,yes,yes,cellular,19,jan,145,1,-1,0,unknown,bonnie,3352239
39,student,single,tertiary,no,3528,yes,no,cellular,27,aug,153,5,-1,0,unknown,milford,3351620
37,technician,married,tertiary,no,0,no,no,cellular,16,apr,47,1,-1,0,unknown,sundar,3350160
39,management,single,tertiary,no,1612,no,no,unknown,6,aug,748,2,1,0,success,columbo,3357454
31,blue-collar,married,secondary,no,103,yes,yes,unknown,13,sep,718,2,-1,0,unknown,petula,3357115
21,retired,married,secondary,no,0,no,yes,cellular,25,jun,202,3,-1,0,unknown,fester,3351250
38,blue-collar,single,tertiary,no,83,no,no,unknown,9,jun,32,1,183,0,unknown,elenora,3354744
55,blue-collar,married,secondary,no,304,yes,no,cellular,25,feb,259,1,-1,0,unknown,salacia,3354185
55,management,married,tertiary,no,1934,yes,no,cellular,15,aug,186,8,-1,0,unknown,mariabella,3354302
35,technician,married,secondary,no,437,no,no,cellular,2,jan,30,3,-1,1,unknown,tiw,3350508
31,retired,married,secondary,no,631,yes,yes,cellular,14,feb,651,1,-1,0,failure,fae,3360370
43,admin.,single,primary,no,1690,no,no,cellular,15,may,395,3,-1,0,unknown,dareia,3357555
53,technician,married,secondary,no,101,yes,no,cellular,22,jun,111,2,-1,0,unknown,jean-marie,3356065
28,retired,married,primary,no,284,yes,no,cellular,9,oct,639,2,-1,2,unknown,lynna,3353478
38,student,married,unknown,no,630,no,no,unknown,16,jan,162,2,-1,0,failure,marketta,3351191
47,services,married,secondary,no,1064,yes,no,cellular,6,jul,357,1,80,0,unknown,kojo,3353825
21,management,single,secondary,no,3109,yes,no,cellular,5,nov,11,4,-1,0,unknown,dunya,3360920
30,unemployed,married,tertiary,no,940,yes,no,unknown,12,aug,127,1,-1,0,unknown,minta,3360516
32,technician,single,secondary,no,0,no,no,cellular,15,jul,134,4,-1,0,unknown,hinrich,3360076
36,blue-collar,single,secondary,no,207,yes,no,cellular,12,jun,261,2,-1,0,success,maura (1),3358845
37,services,single,secondary,no,3,yes,yes,unknown,25,nov,568,3,-1,0,failure,dáire,3357450
26,technician,single,primary,no,2999,no,no,cellular,16,jul,414,2,301,0,unknown,risteárd,3359979
55,entrepreneur,divorced,secondary,no,4841,no,no,cellular,4,jun,546,1,-1,1,unknown,athanas,3355309
41,technician,single,secondary,no,4420,yes,no,cellular,17,jun,311,2,287,0,unknown,elwood,3355797
40,services,single,tertiary,no,129,no,no,cellular,17,aug,161,1,184,0,failure,eddie,3357059
28,technician,single,tertiary,no,0,no,no,cellular,29,jul,794,6,-1,0,success,myrtie,3353052
55,admin.,single,tertiary,no,1988,yes,no,cellular,1,may,374,1,345,0,unknown,unity,3360770
32,technician,married,tertiary,no,385,no,no,cellular,29,nov,238,4,-1,0,unknown,simin,3354953
39,blue-collar,divorced,primary,no,625,yes,yes,cellular,21,jul,585,5,264,0,unknown,tristin,3355323
53,blue-collar,single,tertiary,no,4982,yes,yes,unknown,7,feb,89,3,-1,0,success,cyrano,3352706
35,student,married,tertiary,no,120,no,yes,cellular,8,aug,1150,2,-1,0,failure,morris,3351011
36,management,single,tertiary,no,281,no,no,unknown,21,may,174,5,-1,0,unknown,hermine,3353461
29,unknown,married,unknown,no,190,no,no,unknown,12,aug,134,4,182,0,unknown,danail,3351813
32,student,single,tertiary,no,1117,no,no,cellular,15,feb,190,8,-1,0,unknown,hirsh,3350434
20,admin.,married,secondary,no,1904,yes,no,cellular,18,oct,108,3,-1,0,unknown,navid,3360632
57,technician,married,secondary,no,4920,no,no,unknown,17,may,297,2,103,0,other,violette,3350073
38,admin.,married,secondary,no,1291,no,no,unknown,30,may,537,5,-1,1,failure,savitri,3358519
43,blue-collar,single,primary,no,145,yes,yes,telephone,12,may,534,2,-1,4,unknown,désirée,3353660
31,services,married,secondary,no,990,no,yes,cellular,5,jul,526,1,-1,0,unknown,rex,3357852
48,blue-collar,married,tertiary,no,5,no,no,cellular,31,jan,942,4,-1,0,unknown,óskar,3357125
37,blue-collar,single,primary,no,0,no,no,cellular,4,nov,705,1,-1,0,unknown,khalida,3354864
45,technician,single,tertiary,no,631,yes,no,telephone,15,may,406,1,-1,0,failure,sekel,3352702
40,technician,married,primary,no,-94,yes,no,unknown,17,jul,186,3,371,11,unknown,leontyne,3352184
66,management,single,secondary,no,1978,no,no,telephone,18,may,442,1,-1,0,unknown,menno,3352026
50,blue-collar,married,secondary,no,97,no,no,cellular,13,jun,111,1,-1,1,unknown,hanna,3360791
34,admin.,married,secondary,no,2722,no,no,unknown,15,aug,95,2,-1,1,failure,cortney,3352106
44,management,single,tertiary,no,955,yes,yes,cellular,9,feb,286,2,-1,0,unknown,svetlana,3352701
28,technician,married,tertiary,no,1021,no,no,cellular,25,jul,225,2,-1,10,unknown,edward,3355267
32,management,single,tertiary,no,1872,yes,no,cellular,13,sep,279,1,-1,1,unknown,benton,3350203
33,management,single,secondary,no,801,yes,yes,cellular,9,aug,616,3,183,0,failure,buz,3351701
32,unemployed,married,secondary,no,3,no,no,cellular,7,apr,98,1,260,0,unknown,marisa,3351002
39,services,married,tertiary,no,2536,no,no,cellular,7,aug,161,3,-1,0,other,emeric,3352480
39,management,single,tertiary,no,-888,yes,no,cellular,13,aug,93,1,-1,0,unknown,gaynor,3357479
62,entrepreneur,single,secondary,no,1138,yes,no,cellular,1,jul,441,1,425,0,unknown,joshua,3358779
41,admin.,married,secondary,no,43,no,no,cellular,28,apr,472,3,187,0,unknown,berry (2),3357699
36,admin.,single,secondary,no,2551,no,no,cellular,16,aug,571,1,-1,1,unknown,ria,3354914
38,admin.,married,secondary,no,338,yes,no,unknown,8,mar,162,2,-1,0,unknown,keren-happuch,3355180
35,management,divorced,secondary,no,2693,no,no,cellular,12,apr,1055,2,-1,0,other,goodwin,3350441
38,blue-collar,married,secondary,no,2266,no,no,cellular,12,mar,119,5,360,1,unknown,adrasteia,3357216
46,blue-collar,single,primary,no,215,no,yes,cellular,5,nov,81,4,-1,0,unknown,sakhr,3358617
37,blue-collar,single,primary,no,1221,no,no,cellular,8,aug,143,3,92,0,unknown,raleigh,3354186
31,blue-collar,married,primary,no,1994,no,yes,unknown,30,aug,163,1,-1,0,success,knud,3355896
63,technician,single,tertiary,no,978,yes,no,cellular,11,aug,117,2,174,1,unknown,amada,3360565
44,unknown,married,secondary,no,0,yes,no,cellular,14,jul,30,1,-1,0,unknown,fabrice,3360674
39,admin.,single,tertiary,no,494,yes,no,unknown,23,jul,171,1,-1,4,failure,lotta,3360515
28,admin.,married,secondary,no,133,no,no,unknown,18,sep,222,2,156,0,failure,sibylla,3357161
22,blue-collar,single,secondary,no,1977,no,no,cellular,18,apr,1158,2,-1,0,unknown,takashi,3356250
32,management,married,primary,no,2228,no,no,cellular,28,jun,525,3,-1,0,unknown,iancu,3354405
60,management,married,secondary,no,10613,no,yes,unknown,13,mar,206,1,-1,0,failure,lavra,3351577
35,services,married,unknown,no,6507,yes,no,cellular,13,jun,120,2,-1,1,unknown,kayetan,3353683
60,blue-collar,divorced,secondary,no,5041,no,no,unknown,6,aug,10,2,-1,0,failure,carpus,3355451
49,management,single,tertiary,no,2144,no,no,cellular,23,jul,96,1,-1,0,unknown,kai (1),3350564
53,retired,married,unknown,no,312,no,no,telephone,17,apr,707,1,-1,0,unknown,aysel,3351392
56,blue-collar,married,tertiary,no,163,no,no,unknown,7,jun,272,1,-1,0,unknown,bassam,3352504
45,blue-collar,married,primary,no,2667,no,no,unknown,9,jul,139,3,-1,0,unknown,ukko,3352501
32,student,married,secondary,no,-11,no,no,cellular,9,sep,445,2,-1,0,unknown,denise,3355308
37,technician,married,unknown,no,1387,no,yes,cellular,2,apr,247,1,-1,0,unknown,uriel,3352404
56,unemployed,married,secondary,no,491,no,no,telephone,5,aug,403,5,-1,0,unknown,epiktetos,3358720
27,services,married,primary,no,909,yes,no,cellular,27,sep,398,1,-1,0,unknown,coskun,3356423
36,management,married,tertiary,no,0,yes,no,cellular,30,nov,256,1,356,0,unknown,johannes,3359657
43,technician,married,tertiary,no,887,yes,no,cellular,20,feb,87,1,91,0,unknown,leanora,3357853
